crystal	atoms	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163
biuret	C2H5N3O2	-17.279875	-16.187433	-17.275871	-17.233316	-17.307842	2.1646338	-7.229192	-9.084179	-6.515436	-17.27138	-6.3057933	-6.3117757	-9.497873	-8.479525	-8.5568	-7.3179164	-6.0893965	-6.7883286	-5.638847	-1.3507206	-6.329158	-5.7558107	-7.6650343	-6.6662116	-6.962012	-8.272177	-4.4171314	-17.232101	-7.6704893	-5.7238936	-3.943502	-4.6124682	-7.4742365	-5.602367	-5.4992175	-6.563711	-6.5193353	-7.316811	-3.2877939	-17.03141	-4.369586	-7.978659	-5.246593	-7.0383167	-9.941563	-4.711677	-6.886379	-3.8865528	-5.371948	-17.27214	-17.25206	-17.273846	8.456017	7.4786687	1.7579248	-1.1949477	9.291454	8.257488	2.7949615	-17.192753	-17.311226	0.40436706	-0.13663319	0.13949233	-17.230196	-0.46374893	-2.9084635	-17.250978	0.59760106	-1.3084701	-1.0782542	-17.259844	-17.289679	0.19684838	-0.16191638	-2.010464	-2.081451	0.8263173	1.8730934	-4.471213	0.5047984	-3.398803	-1.3741868	0.2559563	0.14829242	-2.2040048	-2.3802621	-2.8257163	-2.0867286	0.8317899	-1.4194996	-2.2034855	-2.8432596	-17.289589	-3.7183573	-0.0023997608	1.6463785	-2.223246	-0.4093484	0.2637263	-1.4458553	-2.1502259	-0.7345838	-0.6522366	-5.346011	-1.166043	-2.9956229	0.84910524	-5.575839	-2.6854649	-7.1598425	-0.81242216	-1.2010206	-2.5413885	-3.7228394	-17.304306	1.2439599	-2.852627	-3.5156264	-1.5385481	-1.5049407	-0.68696755	-4.3226867	-4.3282666	-1.7257037	-3.8582604	-5.546782	-4.603747	-3.8273685	0.009371702	-8.9651375	-4.0005918	-0.26440156	-2.4069724	-1.9675161	-5.554291	-2.4408119	-2.695412	-2.219616	-2.9252617	-4.292566	-2.332984	-6.254032	-6.6882277	-7.082182	-7.572551	-5.5329046	-8.288982	-6.212426	-16.19168	-10.080314	-8.372525	-8.103939	-11.682939	-11.440808	-9.626993	-12.69953	-13.712937	-15.236957	-15.445645	-17.600275	-17.043087	-17.399803	-17.201656
bm567	C6H14O2	-17.4957	-17.801376	-17.499687	-17.431648	-17.45663	4.0851445	-5.4497695	-10.3031645	-7.112427	-17.455994	-8.6191635	-3.756719	-8.02132	-9.1149025	-10.379208	-5.0026145	-6.1904664	-6.717621	-6.653079	-2.387413	-7.429932	-7.666112	-9.111712	-6.396132	-8.37416	-8.730686	-4.305087	-17.455528	-10.069946	-4.7758827	-4.875029	-4.0583363	-6.4768806	-7.604157	-6.798937	-7.102182	-7.4054546	-10.01995	-1.6042236	-17.140617	-2.6900983	-8.301228	-4.867667	-9.974129	-10.965724	-4.672236	-4.2666874	-5.5203314	-6.3389573	-17.425938	-17.446655	-17.481728	7.3939238	9.6865635	0.6029299	2.1277912	10.245044	3.8368323	3.4679282	-17.493837	-17.536713	2.866989	2.5096378	-0.5698798	-17.383097	2.000853	-6.9907093	-17.48324	3.6254835	-2.8117564	0.9018629	-17.404224	-17.507153	-1.751849	-0.4656374	-2.2156496	-2.1122887	-0.4539319	0.33807752	-5.959617	-0.16886431	-3.3633094	-3.7427528	3.3248854	1.5426195	-1.2743635	-3.3794177	1.4504557	-0.9066957	3.6983423	-1.5289989	1.1875385	-2.2455084	-17.439344	-0.98454577	-1.2357498	2.6199083	-0.86934495	1.455814	-1.6255435	-2.709553	0.45847446	0.16765797	-5.336237	-6.2057543	-1.8083969	-0.32339588	1.1186407	-7.56956	-5.2037554	-7.272769	-1.9268199	-2.6657171	-0.5742005	-8.7397175	-17.509876	-3.453808	-4.7525115	-3.8099182	-1.8145387	-2.3298557	-1.8164246	-3.6914682	-5.5220103	-1.997787	-6.3139796	-4.9772973	-7.020774	-4.1797132	-2.5686293	-10.049073	-4.312677	-2.3846536	-3.2771485	-3.912678	-7.320006	-1.8363166	-3.02623	-5.8746834	-3.4179604	-5.5878077	0.5218231	-5.494791	-5.358697	-8.020125	-8.148554	-4.881941	-6.4818363	-7.3447437	-15.590536	-9.211205	-14.353485	-9.527791	-10.989759	-8.739956	-9.662083	-11.793512	-11.556426	-15.950378	-16.070864	-17.704473	-17.208902	-17.6369	-17.379189
bn3	C18H15Cl3N2O5	-17.524563	-15.02757	-17.550499	-17.483797	-17.479101	4.873721	-7.9229198	-9.0302725	-6.113379	-17.48646	-8.163539	-6.33408	-10.618023	-6.7142835	-9.001998	-7.9406643	-7.0845113	-4.955974	-5.134426	-3.6783762	-7.2258787	-5.8049183	-8.168902	-7.112157	-8.337038	-9.498299	-6.8534737	-17.489792	-10.34772	-6.975719	-5.2738824	-5.918976	-9.141341	-5.7915154	-6.844565	-8.605581	-7.8807664	-7.216611	-4.101637	-17.23736	-2.808412	-9.113429	-6.284007	-7.96839	-10.932076	-5.577444	-8.406848	-6.8426228	-4.8342423	-17.494608	-17.461658	-17.45223	6.677632	8.249358	1.9370909	-0.8138006	8.168435	6.2755985	2.28234	-17.5183	-17.494251	-0.7603782	-0.6886461	1.8868895	-17.401321	0.5719518	1.7433803	-17.514927	0.6277279	1.1195196	-0.5136969	-17.462637	-17.54808	-0.2403777	-0.05101189	0.63246465	-2.539991	-0.71851546	6.0505466	-1.2710392	0.85294724	-2.6892667	-2.3951914	-3.2236676	-1.5465018	-2.4410055	-0.47749084	-4.122157	-0.7029645	-0.41601798	0.87908167	-2.6974988	-4.879587	-17.497116	-3.6899872	-2.2724726	-0.8219593	-1.7346206	0.08525198	-3.5162232	0.27053818	-2.5461652	-0.113905944	-0.53553665	-4.822042	-0.07993381	1.7301329	-1.3147156	-4.7193565	1.2923074	-5.5302567	0.6171344	-1.1789702	-4.984027	-2.6804414	-17.44666	0.395403	-3.6554918	-2.0504618	0.6031786	-0.22236164	-1.9107065	-4.891755	-5.684429	-2.9404948	-0.08533883	-5.896825	-5.960238	-2.6981301	-2.6057725	-10.943871	-7.615943	1.0612116	-5.2245064	0.099048786	-5.231504	-5.0559773	-3.8815014	-4.0855956	-0.89920264	-3.7091727	-1.9828066	-5.0004764	-7.0302763	-7.547269	-9.337864	-4.791185	-9.80026	-7.4710827	-15.889547	-8.855132	-9.213487	-8.733347	-13.425531	-10.971234	-10.230198	-13.173123	-13.718231	-15.417695	-15.904834	-17.863523	-17.29908	-17.454494	-17.44453
borax	H20B4Na2O17	-18.422218	-14.866239	-18.465744	-18.478853	-18.500053	2.2664573	-6.8164253	-8.577694	-9.038749	-18.483852	-7.767254	-7.938414	-8.621712	-7.7117596	-8.647096	-5.998097	-7.5852613	-8.123913	-6.2507215	-4.173905	-9.493706	-8.952453	-8.605588	-7.3522825	-8.831413	-8.452071	-8.524157	-18.483116	-10.296226	-6.0249743	-7.967501	-10.764292	-7.882971	-8.180152	-6.4389644	-8.508004	-7.067667	-10.174409	-6.807458	-18.151865	-5.1220827	-7.894583	-8.484045	-8.397786	-9.111648	-8.750653	-5.634824	-10.168109	-8.106386	-18.414488	-18.407455	-18.509571	7.6959705	3.859989	3.1928482	-0.05295359	7.905423	4.7126293	0.95327264	-18.548073	-18.449179	5.769714	1.5230861	-1.2934016	-18.39658	2.5478802	-3.629134	-18.449574	2.1692162	1.7803212	-0.63033843	-18.424614	-18.470678	1.3374654	-3.3511443	2.2708776	-0.56630266	-3.371358	2.1737318	-2.8930645	-1.7625941	-1.5256646	-2.3145669	0.5514778	-2.1295683	-0.91387343	-0.043223437	0.6891325	-1.120222	2.818064	-2.0418425	-1.2074056	-0.9543364	-18.458519	2.2323208	-3.8326678	1.4823012	-2.601183	3.4012775	-0.06408697	-0.5798426	3.5149176	-2.7122736	-2.8343692	-2.8995917	-4.6648765	-4.8302937	-0.43477276	-0.28142565	-1.742047	-0.7843142	-2.2947075	-5.9039245	-2.8494062	-3.9826257	-18.44745	-5.1213474	-2.610005	-3.4019845	-5.76206	-3.6322057	0.9455626	-4.709203	-3.8398983	-0.5105207	-2.4747436	-6.147594	-4.787153	0.17262399	-2.8986301	-11.338195	-2.6653113	-0.76695216	-3.185937	-4.409555	-4.344159	-4.257786	-1.3326035	-4.3107715	-3.2737408	-6.3023505	-2.2293139	-4.3957295	-7.382146	-2.4943154	-4.2770195	-7.290262	-7.2124395	-5.6635504	-16.972038	-7.2299232	-11.817977	-7.484663	-11.941886	-10.025474	-8.939991	-13.740986	-11.628915	-17.361942	-16.168991	-18.463821	-18.34234	-18.409252	-18.518915
bosutinib	C26H29Cl2N5O3	-16.978111	-15.257221	-16.990744	-16.935347	-16.965925	6.7934327	-7.3593626	-9.663262	-5.803728	-16.936844	-8.757384	-5.579329	-10.457211	-7.3883805	-9.082058	-7.252899	-6.711251	-4.5176396	-4.8894124	-3.648778	-6.803349	-6.2064233	-7.9924245	-7.1854796	-7.934529	-8.549458	-5.946158	-16.932266	-11.058943	-6.262728	-5.623134	-5.4653773	-9.596286	-5.438838	-7.0952783	-7.536052	-7.1718917	-7.0870867	-2.9898233	-16.72447	-2.5399754	-9.411651	-5.2053294	-7.927239	-9.885262	-6.3386273	-7.648468	-6.2225337	-4.8595476	-16.937525	-16.925737	-16.942741	6.4353805	9.076413	3.0155036	0.10945757	9.29107	7.635328	1.9393991	-16.989935	-17.011988	0.63461596	0.9330469	1.9656765	-16.863121	0.90645003	0.23782687	-16.98977	1.8381028	0.29821292	-0.24945265	-16.903334	-17.024511	0.3345957	-0.37196428	1.0811143	-2.1564121	-1.8552591	5.3510017	-2.012086	-0.33678287	-3.90943	-3.528523	-2.122383	-0.9588604	-2.9499469	-1.0580935	-2.9755874	-1.5182221	0.81937385	1.1702356	-2.3737159	-5.308389	-16.96582	-4.2743597	-1.1799382	-0.16829066	-1.1742929	0.74826974	-2.976539	-0.10817193	-3.0312545	0.28419048	-0.25100252	-4.525922	0.33696416	1.9104708	-1.2251632	-6.0247025	0.6557848	-5.988949	0.3582649	-1.1060215	-5.455475	-4.033681	-16.931353	-0.3949768	-4.736106	-2.9755735	0.04737032	-0.9579742	-2.1731625	-4.9135246	-7.411925	-3.1755667	-1.1712885	-7.161717	-5.9531875	-2.7292066	-3.2203743	-11.096923	-8.4531355	0.33728015	-6.2717366	-1.3530791	-6.1307163	-5.79933	-4.585224	-4.0990644	-1.7136613	-5.1206727	-1.2527984	-5.6287727	-7.2381926	-7.783687	-8.766851	-4.1188073	-8.724917	-7.6744976	-15.331778	-8.982078	-9.320281	-8.774314	-12.406129	-9.517311	-10.309879	-11.542755	-12.047399	-15.175802	-15.6976795	-17.312075	-16.787687	-17.050623	-16.885231
brivaracetam	C11H20N2O2	-17.66587	-16.371807	-17.667736	-17.60165	-17.642088	5.7762933	-6.1004405	-10.358795	-6.3885384	-17.610043	-8.232627	-5.547914	-9.81707	-7.6095204	-9.325658	-6.863913	-7.2556276	-5.7241216	-5.9747643	-3.5486784	-7.2620068	-6.7481465	-9.238531	-6.1346154	-8.563553	-9.400168	-5.2013273	-17.610168	-10.766914	-5.8527527	-5.84263	-5.7111382	-7.961967	-6.307583	-7.256275	-8.6517	-6.913328	-8.9715605	-3.4847114	-17.404417	-3.6966016	-9.236079	-5.964323	-9.050092	-10.09447	-5.373093	-7.067522	-6.0353003	-6.661597	-17.617718	-17.623476	-17.67144	6.6644006	9.2871275	2.0933564	0.0020164894	9.962765	7.2136426	0.74189353	-17.630606	-17.705349	1.2722391	1.08673	1.2982727	-17.553852	1.2936705	-1.9068208	-17.683338	1.8061391	-0.95040995	0.596758	-17.615307	-17.669855	-0.38824502	-1.151192	0.26185718	-2.1671517	-0.58918625	3.1415143	-3.8490405	0.08340448	-2.6895483	-3.5360491	-0.10296187	-0.42720455	-1.6330518	-1.3610171	-1.4542638	-0.86678934	1.1392733	-0.2397731	-1.5820101	-3.6709049	-17.635433	-3.4841454	-1.0939121	-0.10925324	-1.1899672	0.21594155	-2.667975	-0.14273998	-0.8190733	-0.42440268	-1.194639	-4.990756	-1.4579004	0.031831134	-0.37302262	-5.4704685	-1.3989916	-6.258338	0.53001577	-1.6818955	-3.5838363	-4.465463	-17.65885	-0.6672852	-4.264527	-3.2957969	-1.3040109	-2.3025298	-1.9342735	-4.2276487	-6.323635	-2.3359993	-3.1159437	-5.792916	-5.614103	-2.5580673	-2.6586616	-10.907069	-7.0091705	-0.49602193	-5.1725864	-2.0746822	-7.082542	-5.2902164	-4.354072	-4.5998006	-2.5117815	-4.936225	-1.3916862	-5.159014	-6.296835	-7.234152	-9.114936	-4.770187	-8.572101	-6.4804945	-16.172235	-9.940098	-10.666264	-8.502743	-12.599796	-10.329445	-11.087894	-12.635902	-12.172478	-15.972905	-16.264284	-17.912743	-17.41184	-17.767115	-17.586994
bromhexine	C14H20Br2N2	-16.883339	-14.935041	-16.925495	-16.809433	-16.922644	4.0006623	-7.205618	-8.784772	-7.598718	-16.866457	-6.911392	-6.2600136	-9.372112	-6.7775974	-9.046742	-6.4696302	-6.46445	-5.1613836	-5.524013	-5.1804566	-8.050391	-6.1190877	-9.808859	-5.6156597	-8.295891	-9.677008	-5.146462	-16.867289	-11.087139	-7.0238357	-5.851105	-6.04789	-7.773573	-5.152145	-6.8437037	-8.6298485	-6.536847	-7.253991	-5.8013964	-16.620712	-3.9688287	-8.405064	-6.027026	-6.705342	-9.205588	-4.83405	-6.214196	-4.9888988	-5.9963627	-16.86435	-16.807287	-16.876823	4.4426117	8.514291	2.990353	-0.63513654	8.842499	7.009465	-0.106264316	-16.922571	-16.918825	0.38482365	-0.98479736	0.99100554	-16.782722	-0.6433199	-0.5864441	-16.873627	-1.2284299	0.9960256	-0.45546097	-16.851568	-16.923832	1.0082049	-0.8635341	1.752226	-0.6903395	-1.1977638	3.8893661	-1.3298101	1.2790165	-1.5889201	-4.6052985	-1.8939044	-1.0502422	-2.43453	0.22694089	-3.7462466	-2.0196226	0.43087578	-0.0826681	-2.0973797	-4.4724765	-16.861412	-3.2425458	-2.5271137	-0.20289378	-2.0260994	-0.22422612	-2.500771	1.4272101	-0.26552472	-0.31830812	-1.9460002	-4.9087496	-1.9414083	0.033061013	0.9528686	-4.884048	0.33906996	-5.5573883	3.3539176	-1.8233252	-4.255679	-2.89864	-16.892033	0.6914005	-2.6512814	-0.30362493	-1.2036945	-1.1783864	0.43721443	-3.2152128	-4.354193	-0.83710474	-0.04932529	-4.3381195	-4.0917463	-1.225597	-2.3353941	-9.780148	-6.225976	1.4686705	-3.4165118	-0.49926087	-3.6501396	-5.54798	-2.417984	-2.8705528	-1.514955	-3.3888342	-2.4497988	-2.897048	-5.7760973	-4.8374705	-6.5140667	-3.2231731	-7.1641636	-5.205376	-15.418366	-7.912927	-9.124329	-5.591575	-10.238961	-9.075439	-8.234278	-10.787388	-11.318783	-15.157665	-15.27056	-17.069744	-16.580795	-16.807072	-16.778423
brucine	C23H26N2O4	-17.208773	-16.759405	-17.244158	-17.179823	-17.185984	6.1647253	-5.82338	-10.6432	-7.3717523	-17.15716	-8.537854	-5.109275	-9.993481	-7.4242845	-9.677517	-5.5825567	-6.2497773	-5.704409	-6.216254	-3.5056076	-7.289969	-7.0230737	-9.032119	-6.0697694	-7.6066003	-8.789687	-5.1216373	-17.180243	-11.480555	-6.0341244	-5.337215	-4.559491	-8.278565	-5.7473335	-7.623625	-6.7201095	-6.2304006	-7.9056396	-3.1744962	-16.973032	-4.991153	-9.774079	-5.244877	-9.277578	-9.630604	-5.741911	-6.4051776	-5.9332905	-5.3520064	-17.187374	-17.188452	-17.212679	7.21982	9.360818	3.2113214	1.5893643	9.509685	6.3722534	0.5410218	-17.237316	-17.261013	0.8655588	2.0829623	1.2087826	-17.12158	0.60440165	-2.1598208	-17.213715	2.7290587	-2.5835683	0.8651812	-17.146173	-17.249025	-0.37128174	-1.5615917	-0.13239677	-1.6736741	-1.2745993	1.1949878	-3.1367755	-1.679641	-1.9347681	-4.0591917	-0.6619257	1.737312	-2.0650024	-1.1107534	-2.2646017	-1.9649228	2.303473	-0.48323032	-1.3955966	-4.7243133	-17.210443	-3.3584337	-0.7211449	0.5168161	-1.1593037	-0.54216695	-1.4388841	1.5542673	-1.013484	-0.07112228	-1.6580899	-4.4141884	-0.1662289	0.35818836	0.7327339	-6.363125	-2.0416846	-6.9721317	-0.40970847	-0.11562655	-3.6445222	-6.3996997	-17.217854	-1.7311201	-5.0441957	-3.185642	0.0730142	-2.693413	-1.401903	-1.6676338	-6.0097346	-1.8972534	-4.1345305	-5.104324	-4.6730113	-2.9174213	-1.7744693	-10.751638	-8.225587	-0.6974958	-5.2988086	-2.8375976	-7.335777	-5.270606	-5.1690907	-3.920902	-2.602984	-5.9000654	-1.6476905	-5.2841015	-6.3574157	-7.0368257	-9.186764	-3.572831	-8.199902	-6.8697553	-15.464008	-9.117583	-11.234606	-8.057507	-10.812739	-9.525969	-10.515683	-11.391597	-11.7998085	-15.744828	-15.960062	-17.586647	-16.967667	-17.358875	-17.129017
buprofezin	C16H23N3OS	-16.980217	-16.00984	-17.015282	-16.953033	-16.982763	7.135845	-6.891356	-10.7292795	-6.4389305	-16.981987	-7.699944	-5.355215	-9.108551	-6.871222	-8.512815	-6.8436427	-6.182718	-4.8928237	-5.719798	-3.929575	-7.4381924	-6.841837	-8.863102	-6.2181816	-6.647005	-8.285595	-5.122284	-16.976076	-9.832789	-5.85823	-6.040711	-4.5342245	-8.605609	-5.613617	-7.6327043	-7.2771363	-6.268539	-6.721556	-3.6873896	-16.75692	-5.612772	-9.897955	-4.9709883	-9.04977	-9.224809	-6.236962	-6.254675	-5.904877	-4.9801726	-16.970236	-16.97374	-17.01878	5.474941	8.964654	5.4479756	1.1550725	9.383234	7.0681715	0.33173716	-16.99689	-17.05639	0.9445924	1.466993	2.2232673	-16.938696	0.332916	-0.4594081	-17.030495	2.017539	-1.534816	0.14618137	-16.912287	-17.008266	0.41332546	-0.75046426	0.95203173	-1.5831813	-2.3779871	1.4405129	-2.1484919	-1.3794951	-3.3784876	-3.5110953	-1.7540648	0.8362424	-2.6171741	-1.0813748	-2.938614	-2.2904787	1.6618237	-0.631987	-0.59645236	-4.172691	-17.008207	-2.9214938	-0.2608087	-0.350906	-1.1746606	0.19216925	-0.10177065	0.37096313	-1.9306983	-0.20291436	-1.6221261	-2.8636627	-0.051762834	0.34870684	0.030930743	-7.7000384	-0.37991098	-6.126022	0.39543137	0.7829836	-4.7917156	-5.5840206	-16.990091	-0.20601417	-5.6158466	-2.6978323	-1.264426	-2.3069973	-1.016872	-2.3184536	-5.37842	-1.5536146	-1.7703073	-5.569802	-4.1651363	-2.1402357	-2.7820303	-9.95121	-8.107274	-0.46185112	-4.897933	-3.4648132	-5.469905	-5.0703826	-4.3380594	-3.518215	-2.6739569	-5.510397	-2.349164	-4.0679107	-7.0329766	-6.7383504	-7.9980383	-3.027369	-8.481854	-6.923353	-14.989581	-8.079147	-9.48411	-7.5426373	-11.038394	-8.276502	-10.35677	-10.439113	-10.991657	-15.320985	-15.775913	-17.173445	-16.664719	-17.024542	-16.854353
butane	C4H10	-16.975775	-17.21301	-16.956982	-16.896917	-16.935629	3.0557587	-5.113147	-10.776126	-5.391103	-16.910355	-9.023048	-3.2022312	-7.86777	-9.252883	-9.029602	-6.107766	-6.284786	-4.8901615	-6.2284966	-2.1876	-6.508704	-6.7693496	-8.29894	-6.8174486	-8.671761	-8.500218	-3.7262156	-16.911959	-9.050861	-3.7353666	-4.4998384	-3.3761258	-5.573015	-7.474021	-6.019876	-6.798374	-7.638228	-10.10772	0.4206823	-16.625275	-0.7556877	-8.954196	-3.9507592	-10.400688	-11.430031	-2.993516	-4.339524	-4.416193	-6.1211085	-16.893139	-16.91114	-16.939991	5.4275875	9.7847805	0.8957944	0.64149934	10.651237	5.7738466	2.9583795	-16.96513	-17.017231	4.302842	3.8423033	1.1937996	-16.827963	4.2511883	-5.6387267	-16.95378	4.484628	-3.975126	0.77722913	-16.883307	-16.970238	-1.7718482	0.12527621	-1.3217244	-4.5639696	0.08699479	2.9627295	-6.764721	1.1896056	-4.8779235	-3.2905266	3.5268612	2.4363527	-0.9916548	-4.919132	2.353312	-0.14080249	2.091811	-0.49966404	1.526191	-2.996799	-16.920073	-3.0894184	0.7655191	1.8463417	-0.0971491	0.5394559	-2.4500117	-3.9919453	-1.729857	-1.371168	-3.869912	-7.4167633	-2.2992647	0.8310119	0.46103323	-8.857782	-6.1466956	-8.685988	-1.38699	-2.614951	-0.8058245	-8.797949	-16.97898	-2.083076	-6.615769	-6.074618	-1.5212512	-2.2597158	-3.5364523	-4.4588194	-7.175036	-3.1630332	-6.482378	-6.5324073	-9.806831	-4.0391417	-3.2579715	-10.094529	-5.953014	-1.0373391	-5.50488	-2.505305	-9.238652	-2.1041148	-5.155755	-7.4776583	-2.78541	-6.1895013	1.4039987	-6.4293423	-5.1212893	-10.311176	-10.114746	-5.1333604	-7.2492676	-8.123556	-15.182351	-9.334925	-12.994229	-10.999529	-12.58922	-9.296414	-11.531886	-11.846286	-10.741561	-15.088501	-15.588318	-17.142815	-16.69246	-17.096312	-16.801394
c	CH4	-16.061756	-16.63255	-15.978963	-15.964231	-16.0563	3.2050328	-4.1999316	-11.031004	-2.9816318	-15.973091	-10.726532	-1.4483023	-7.209863	-7.050229	-6.845263	-6.1572876	-7.29777	-4.844281	-7.3785043	-1.3648319	-6.1449633	-6.8151426	-5.5933876	-6.2781715	-7.9816504	-7.9580507	-6.233428	-15.948776	-7.9332933	-3.1915245	-3.2492523	-3.182051	-5.5603385	-7.9930067	-6.164159	-6.314372	-5.212287	-9.265474	1.2779225	-15.738276	-0.33782154	-8.443721	-4.049285	-12.391466	-11.73975	-3.4615731	-6.7857275	-4.8337708	-5.6089644	-15.986554	-16.020344	-16.030176	7.8378363	9.483385	2.5798182	1.2690811	9.98287	7.558505	2.2733588	-16.04427	-16.129496	4.9541025	4.76835	-2.0909333	-15.906146	7.2568865	-3.3846192	-16.030338	6.901185	-6.7618895	0.8415489	-15.9807205	-16.049444	-2.509999	-2.798732	-0.85514754	-6.5937386	-0.6869177	4.805781	-9.0501995	0.32237914	-5.612623	-3.621819	2.7108138	1.041452	-0.14896473	-7.7380915	3.246571	3.8515015	0.40777677	-1.6062342	-0.3400871	-1.0729088	-15.998158	-3.1182346	-1.0545161	-1.4094694	1.3468559	-0.5624615	-2.5192158	-1.6848072	-0.51674414	-2.5665412	-1.2126658	-5.411031	-1.0977304	-1.4376024	-2.7304943	-7.735982	-4.379388	-8.524603	-3.3081436	-1.1496258	-1.8552072	-7.079488	-16.037983	-3.0301225	-6.9118147	-6.0511384	-4.4975247	-5.7437725	-3.1680825	-5.923456	-8.010742	-3.135924	-4.324683	-9.765864	-11.503431	-2.2142882	-4.4292803	-10.701591	-8.966085	-3.1664062	-8.188653	-3.7241015	-12.100389	-4.302524	-6.311515	-7.0226555	-1.8712801	-5.526664	4.147296	-6.4313827	-3.863622	-11.605347	-11.97042	-6.294291	-7.8452125	-8.698809	-14.214559	-11.570083	-8.427186	-11.083336	-13.025011	-8.8935	-13.997754	-11.967012	-9.1159725	-13.941801	-15.204684	-16.142776	-15.799582	-16.233889	-15.898293
cadaverine	C5H14N2	-17.29218	-16.815222	-17.302366	-17.230873	-17.287254	5.563426	-5.6176467	-10.762805	-6.1890383	-17.242687	-9.293842	-4.362882	-8.487017	-8.792981	-9.182803	-6.446726	-6.873076	-5.95844	-5.9007716	-3.694075	-6.457145	-7.908578	-8.518262	-6.980298	-8.076904	-8.781918	-5.04271	-17.24004	-10.553811	-5.117535	-5.2885585	-4.8778963	-8.262757	-6.64998	-6.845824	-7.0468903	-6.9351635	-8.758485	-1.3562847	-17.005966	-3.0163913	-8.91084	-4.8415346	-9.468845	-9.924136	-6.203188	-5.728586	-5.2280593	-6.7251296	-17.252453	-17.235706	-17.270027	4.9775643	9.342408	2.993875	1.72716	10.3169365	7.9305897	2.1654758	-17.342087	-17.332378	4.2563357	3.0405047	1.2303641	-17.162617	2.538549	-4.152207	-17.25279	4.252675	-2.1706629	0.2153879	-17.19683	-17.33559	-0.068930805	-2.1257029	0.7867527	-3.0581684	-1.85567	2.7962759	-4.292869	-1.085869	-4.474481	-4.9622326	3.2300076	0.34563416	-2.4642804	-3.73638	0.62774634	-2.1989226	2.3552082	-0.8996099	0.8588568	-3.801762	-17.246365	-3.2700312	1.3444177	1.6642349	0.8034123	0.66533625	-1.2217075	-2.0434523	-1.2244809	-0.4092123	-2.5226963	-4.6287766	-1.2544767	-0.39945108	0.235888	-7.550323	-3.6060314	-7.240359	-0.7202884	-1.115223	-3.5464127	-7.1750298	-17.30277	-1.183552	-6.106337	-5.0094934	-2.33579	-2.716462	-1.7485993	-4.1536956	-7.001916	-2.9510298	-4.024431	-7.4467316	-7.4207416	-2.5111358	-3.5129027	-10.051408	-6.7962427	-2.018415	-6.2925916	-3.5626829	-7.4666066	-4.1028304	-4.5626817	-5.217907	-3.0224433	-6.702129	0.945788	-5.7872405	-5.917307	-8.272373	-7.6279907	-3.1541352	-6.082178	-7.0535827	-15.197842	-8.7689495	-10.965078	-9.246069	-10.783407	-8.377415	-10.467804	-10.226511	-9.723902	-15.39883	-16.061647	-17.386114	-16.971853	-17.393744	-17.144232
