crystal	atoms	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163
calcite	CCaO3	-18.649408	-8.586195	-18.626867	-18.642078	-18.689676	-1.1331277	-6.7270365	-8.593047	-7.0853257	-18.574558	-11.170359	-7.810959	-10.3859625	-7.8209963	-6.3274436	-9.414325	-8.112787	-6.5969076	-6.4356904	-4.9370565	-7.0356474	-6.200625	-7.5581484	-7.6742363	-8.027196	-8.328098	-9.154177	-18.603834	-10.815897	-8.081876	-6.8125215	-3.593309	-14.438507	-6.4091516	-2.937089	-11.015287	-5.5384984	-8.743832	-3.8331406	-18.45955	-3.1138382	-7.0140085	-3.1826775	-8.498842	-11.736528	-4.94162	-10.551348	-9.867373	-4.8349276	-18.685366	-18.65026	-18.568777	8.274271	0.21011512	-2.695205	-5.167787	1.5081367	-3.7247345	3.5998216	-18.635443	-18.598652	-3.1413603	-4.7788105	4.112062	-18.588614	3.26146	4.6604195	-18.606867	0.4922603	3.5221214	-0.21005762	-18.63808	-18.634329	-0.27694744	0.17815316	-3.1493256	-3.5040188	0.16168685	3.6400542	3.388152	1.4339492	-0.06043356	3.4893346	-1.1756655	-5.8793726	-3.6194465	-0.2900151	2.9020448	3.464981	-4.411005	2.7030716	-3.5902398	-2.5695305	-18.617321	-1.2049367	-5.1638155	-2.3274827	3.2984207	4.0628557	-5.505315	-3.478962	-7.418944	2.7347252	6.1893387	-2.514358	-1.4342796	3.5588577	-6.2636285	1.5062549	1.5449042	-1.395103	-4.7988596	-4.869382	-8.163244	1.4514692	-18.630056	-1.4056731	0.04879447	-2.5980887	1.1271749	-1.6430349	-7.5481644	-8.173589	-3.2460651	-9.293036	1.9855855	-3.1732213	-4.2755175	-3.874509	-2.7371087	-11.277231	-3.3436298	-1.6236401	-6.692272	-0.555987	-2.2370152	-4.8205514	-3.4896798	-7.485463	-4.1926384	-4.6053143	-6.9660387	-8.4021015	-11.398252	-8.679596	-11.563543	-7.856347	-11.65015	-9.213618	-18.416464	-11.217237	-11.865099	-13.547801	-13.291405	-15.246962	-9.786998	-17.45646	-15.840548	-18.032248	-16.6507	-18.901794	-18.560583	-18.730852	-18.640835
carbamazepine	C15H12N2O	-17.43672	-18.552	-17.458015	-17.3739	-17.39486	5.035556	-6.374218	-10.314221	-7.6461086	-17.386427	-7.361526	-3.376401	-10.20974	-7.6670322	-9.483277	-5.529065	-6.911352	-6.206789	-6.251602	-2.5765052	-7.7083354	-6.4187384	-8.628438	-6.2003746	-8.039399	-10.226435	-4.5697217	-17.387928	-9.355484	-5.637499	-3.6342487	-3.4587235	-6.8675704	-5.943747	-7.0436068	-7.1364374	-6.608325	-8.217075	-4.3338904	-17.098467	-4.5454974	-9.985344	-6.1730876	-8.456606	-11.375683	-3.0830142	-6.507596	-3.384314	-5.5269856	-17.41662	-17.396025	-17.400648	7.3557034	9.809603	3.8994405	4.113392	9.550091	7.117677	3.0043387	-17.423428	-17.466372	0.6194322	2.7255447	1.090291	-17.337929	0.83762544	-1.1393995	-17.427116	-0.03667796	-2.8161407	-2.061468	-17.35827	-17.462805	0.005044875	-1.9508476	-0.6211741	-1.0041251	0.24847437	1.6578169	-3.990691	1.4185556	-0.88527876	-4.2719245	-2.0803745	2.1048048	-2.3081164	-0.88528144	-5.0170074	-2.3345077	0.24364527	-1.9688448	0.04734669	-4.0879545	-17.41101	-5.607788	-2.2200227	1.4235375	-2.398696	-2.3519034	-1.5253279	2.177043	0.3105168	-1.6086537	-4.3251066	-5.812363	-1.6262636	-0.37898514	2.6664188	-8.384633	-3.9441047	-9.686607	1.7856262	0.74136984	-2.7235384	-6.818325	-17.417168	0.98510957	-4.800185	-1.554221	1.6887658	-3.4583373	0.046061773	-1.8652965	-4.8393273	-0.8952665	-3.6668549	-5.111452	-5.9478602	-3.1160605	-0.13859046	-9.3709	-7.701122	0.37259623	-3.4244561	-2.9391356	-6.7259736	-3.2876835	-3.758645	-4.339575	-2.9403687	-4.5907726	-2.4387558	-4.039185	-6.1633825	-8.63325	-8.493614	-2.9162714	-7.404946	-8.024384	-15.508385	-8.580182	-10.43232	-8.021634	-11.1812935	-10.269995	-8.429304	-11.459842	-13.111847	-15.670058	-16.132576	-17.764683	-17.050655	-17.49049	-17.319555
carbazole	C12H9N	-16.838207	-16.926731	-16.842218	-16.748083	-16.78484	5.334296	-5.86206	-9.748638	-6.764517	-16.804613	-7.678875	-3.5681827	-9.537178	-7.997526	-9.504602	-5.0181336	-6.0731635	-5.2484913	-5.2979765	-3.5709112	-6.349625	-6.3593016	-8.178055	-6.1999607	-7.94303	-9.139527	-4.023826	-16.767935	-10.21062	-5.862311	-4.3986983	-3.8886368	-7.345764	-5.113517	-6.1915493	-7.2797284	-6.4233336	-7.7953644	-2.8345077	-16.50034	-3.4967544	-8.539937	-4.316456	-8.472433	-9.677725	-4.073371	-4.7056594	-3.6590838	-6.055317	-16.801939	-16.805998	-16.798315	5.5966477	10.715293	3.1859536	2.3980486	10.210767	7.319622	2.0994668	-16.815615	-16.869234	2.5064993	2.1799102	1.0722432	-16.728523	0.9967839	-3.9044452	-16.811417	1.5201385	-2.2959266	-1.1516261	-16.734509	-16.859316	-0.50623053	-2.0657349	0.40619752	-2.4907348	-0.77797335	2.1455395	-4.243341	0.2077594	-3.247019	-5.1004686	0.75614583	0.29636168	-2.940473	-2.072215	-1.7300371	-2.2469778	2.1169474	-1.5127285	0.3198211	-4.40904	-16.78196	-3.7837706	-0.49087864	1.6339232	-0.3191226	0.03196558	-1.8540545	0.22373508	0.17992066	-0.0865464	-2.9494784	-4.9704385	-1.40636	-0.49460843	0.85143256	-7.3094063	-3.4727817	-8.132288	0.79905134	-0.20136322	-3.1453469	-6.6781507	-16.850876	-0.45815128	-4.706813	-2.8340182	-0.10459911	-1.7015965	0.7430185	-2.9108393	-5.8636785	-0.62705046	-3.3464646	-5.8013268	-6.4542255	-3.085047	-1.349071	-9.030372	-7.0736103	-0.48225212	-4.405506	-2.6179376	-6.4019566	-3.4521506	-3.0088131	-3.9702716	-2.087235	-5.089306	0.13879707	-5.1574836	-5.3135834	-7.3600087	-8.08247	-2.615279	-6.261688	-7.1455455	-14.639205	-8.470925	-11.056969	-8.444325	-9.928845	-8.371622	-8.907127	-10.540943	-10.9477005	-14.7483835	-15.476892	-17.04329	-16.3834	-16.948013	-16.697195
cardamonin	C16H14O4	-17.91488	-16.445833	-17.958565	-17.87614	-17.886513	5.492303	-5.962232	-10.057111	-7.0948544	-17.852856	-8.405061	-5.698407	-10.80497	-7.457496	-9.536888	-6.213998	-6.342264	-5.8910966	-6.4837933	-3.4620328	-6.932376	-6.1613617	-8.9215555	-6.981164	-8.692469	-9.702554	-5.986544	-17.914335	-11.554413	-6.076545	-5.5158405	-4.920489	-8.247373	-6.004806	-6.597165	-8.244327	-7.338974	-9.17105	-3.026899	-17.587946	-3.719473	-8.880786	-5.3495064	-10.384168	-10.515659	-5.2176495	-6.7027087	-6.6421003	-5.8436217	-17.900904	-17.87239	-17.883005	7.680461	9.427818	1.221938	-0.046359535	9.386348	5.3276777	1.1913587	-17.90942	-17.915108	0.1883753	1.30075	1.0713679	-17.83255	1.2536966	-2.3524368	-17.909105	2.7015493	-2.0549397	0.6379483	-17.88557	-17.940275	-1.367175	-1.0509878	-1.1091104	-3.163294	-0.873061	2.172824	-3.8712325	-0.24216767	-2.0751638	-2.8923297	-0.95928544	-0.049842022	-2.0234356	-1.0344125	-1.4287018	-0.5865484	1.7330381	-0.3934424	-1.5752232	-4.7611876	-17.895401	-2.651327	-1.417476	-0.017250404	0.13519002	0.5557029	-3.9211402	0.7129451	-0.8745783	0.05430254	-0.9588221	-5.3851943	-0.57421875	1.4670149	-0.98335093	-5.1604085	-1.5920513	-6.4654737	-0.5615057	-1.2366002	-2.4385347	-5.759366	-17.90554	-1.8115988	-3.8995457	-3.2184417	1.0077378	-1.181474	-1.6305215	-3.1152482	-5.7609878	-2.0123162	-3.8774085	-5.107963	-6.312546	-3.6623862	-1.5287219	-11.563386	-7.5706196	-0.075201415	-4.846777	-1.3195958	-7.2649093	-4.1640644	-4.5408916	-4.7542276	-1.0762836	-4.740818	-1.2659221	-6.3172774	-6.2786684	-7.354685	-10.659109	-4.7353544	-9.071398	-7.5130196	-16.390461	-10.344334	-12.014539	-8.956216	-12.196673	-10.555129	-11.184217	-13.098314	-13.1403055	-15.888031	-16.41726	-18.300482	-17.72156	-18.01822	-17.841713
cavidine	C21H23NO4	-17.591099	-16.994602	-17.61814	-17.537703	-17.552113	5.403314	-6.1659575	-10.695316	-7.7447515	-17.539612	-8.45756	-5.391845	-10.097243	-7.5054164	-9.769376	-5.8498187	-6.506821	-6.0478306	-6.5910063	-3.7411032	-7.6261806	-7.2133226	-9.703994	-6.2036424	-8.071667	-9.298716	-5.397934	-17.554914	-11.4268875	-6.2083764	-5.5373845	-4.3778367	-8.088304	-6.1475525	-8.07471	-7.2274976	-6.832435	-8.472962	-3.5936413	-17.315248	-5.028248	-9.965084	-5.6707983	-9.679942	-10.022626	-5.6931214	-6.263729	-6.2291284	-5.477166	-17.552881	-17.550343	-17.582106	7.128152	9.127873	2.6738138	1.6295753	9.280879	5.5216765	0.54190356	-17.598534	-17.618708	0.4168271	2.0805588	1.0861506	-17.493402	0.66835165	-2.0832753	-17.595396	2.3137586	-2.304095	0.9064701	-17.522305	-17.606586	-0.86628866	-1.1999124	-0.31934026	-1.5345871	-1.1621774	0.9891719	-3.1872373	-1.216195	-1.5483539	-3.5108497	-1.0315858	1.7811186	-1.8927248	-0.8533126	-2.5424483	-1.5437573	2.286067	-0.76029754	-0.797557	-4.5676155	-17.5724	-2.7417727	-1.2231625	0.5154665	-1.3380929	-0.4467342	-1.9093459	1.444602	-0.72993803	-0.1226083	-2.4190874	-4.4969664	-0.17102583	0.8348118	0.8298893	-6.5973883	-2.1103601	-6.7080407	-0.27561343	-0.15645751	-2.8773453	-6.772436	-17.584656	-1.7648888	-4.833698	-2.5372813	0.4753342	-2.4636054	-1.3573089	-1.4431278	-5.2009497	-1.6001732	-4.210141	-4.3975544	-4.878817	-3.1685119	-1.6940072	-10.944015	-7.6921797	-0.49368283	-4.733822	-2.684444	-6.958086	-4.443939	-4.9944277	-4.3058934	-2.1992624	-5.498208	-1.9492847	-4.9004674	-6.508219	-7.010094	-9.2015915	-3.7661774	-8.299431	-7.0096393	-15.817236	-8.955421	-11.683694	-7.951845	-10.982479	-9.649566	-10.195961	-11.772586	-12.213018	-16.097584	-16.18085	-17.942743	-17.339035	-17.673107	-17.494081
ceftibuten	C15H18N4O8S2	-17.38123	-15.816748	-17.422962	-17.40324	-17.411674	6.2823806	-7.446977	-10.221792	-6.695566	-17.398504	-7.439401	-6.1905	-10.3127	-6.6260076	-8.43328	-7.398636	-6.1829667	-5.991559	-5.818216	-3.5497236	-7.9663115	-6.2478437	-7.869684	-6.6968837	-6.3147974	-8.284747	-6.3215966	-17.42326	-9.006072	-6.58066	-5.415545	-5.418778	-9.639826	-5.8341703	-7.533735	-7.6766973	-5.9790764	-6.5401154	-5.1191363	-17.15388	-6.2333217	-9.468065	-5.4887524	-8.713691	-9.996971	-6.7879863	-7.9737506	-6.7813177	-4.2764015	-17.41608	-17.408834	-17.421967	7.6992774	8.279015	5.5495305	0.91246295	8.529187	6.7621617	1.2123839	-17.413141	-17.479158	-0.4539338	0.26252508	1.1713879	-17.401365	0.16021472	0.84507364	-17.435793	1.476198	-1.2784033	-0.625255	-17.35033	-17.429659	0.12732916	-1.1639327	-0.33235654	-1.2792796	-1.7394547	1.0920949	-2.1718743	-1.4555451	-2.4492822	-1.8791289	-2.889029	-0.29664382	-3.1328497	-0.40441552	-4.3157015	-1.6463196	0.55786127	-1.3473601	-2.4581544	-3.0127718	-17.455647	-2.5377076	-2.0292258	-0.6937303	-1.7428644	0.43394125	0.29758942	1.2961	-1.8475891	0.06325983	-0.43089372	-2.230416	0.1972752	-0.60241187	-0.97412133	-5.8576	0.46009237	-5.471392	-0.78213954	0.6822866	-5.149028	-3.9788632	-17.405165	-0.31665725	-4.312983	-2.1703942	-1.2936587	-2.8385117	-1.5284199	-3.1039789	-4.7959795	-2.0475438	-1.1576751	-5.5296392	-3.2368362	-2.5389667	-1.786214	-10.078962	-7.2760973	-0.7063607	-4.127873	-3.820448	-5.1170144	-4.9006352	-3.4127183	-2.8815885	-2.7977314	-5.204292	-3.4565241	-4.624316	-7.828033	-6.6759963	-8.362174	-3.8297617	-10.061374	-7.2240863	-15.624148	-8.950146	-8.566824	-7.4021263	-11.336861	-9.395944	-9.98646	-11.333597	-12.642834	-15.630812	-15.920335	-17.708853	-17.21013	-17.434168	-17.317959
chalcone	C15H12O	-16.739666	-17.746876	-16.76972	-16.686413	-16.709257	5.957855	-5.527239	-9.39312	-8.28347	-16.688295	-6.405869	-2.9049761	-9.831488	-5.795369	-10.045503	-5.5162897	-6.528495	-6.4760394	-7.593539	-3.9469826	-8.270381	-4.6689553	-10.084815	-4.060448	-6.609762	-10.30392	-5.367356	-16.711798	-8.694786	-6.886963	-2.5459533	-2.358286	-5.701118	-3.805724	-7.4895544	-8.519297	-4.4597206	-5.2003493	-6.4830523	-16.35901	-6.96392	-8.632064	-5.582689	-7.974903	-10.369285	-2.6712003	-6.0744033	-2.5358877	-3.9826772	-16.702303	-16.714691	-16.70845	7.1350803	10.037991	5.9522233	4.874817	10.238777	4.356608	-0.39762977	-16.733448	-16.781729	-3.083965	1.675653	-1.6800691	-16.649517	-3.2368553	1.1358151	-16.736496	-3.1110168	-3.9307752	-2.4072592	-16.667957	-16.764856	0.26115742	-0.9212428	-0.8071566	1.577133	0.3694526	-1.0423409	-2.193025	-0.9097813	0.9764151	-5.3324347	-4.285391	2.2895281	-3.6780512	-0.6470495	-6.598204	-1.940234	-1.4841287	-1.4496654	0.90931493	-2.5413177	-16.711084	-6.7476215	-1.8296306	-1.81404	-2.8695562	-3.8532286	0.69464356	4.191031	0.9674036	0.8126427	-4.23102	-2.0861936	1.7334955	1.2042538	1.4551998	-10.213161	0.6059982	-8.370202	4.7878957	4.2998233	-2.9701414	-5.276766	-16.721848	2.7764275	-3.670224	2.0472512	2.6185732	-3.2279954	0.018183118	-0.67381895	-3.6285753	1.7493858	-1.295803	-2.908339	-1.4468976	-2.540078	-0.33926833	-8.2428465	-9.236635	-1.3348917	-2.6682656	-4.4249268	-6.036538	-4.218482	-2.431522	-2.338995	-3.0594187	-2.8879614	-3.2560334	-1.7896903	-6.7254376	-6.9291205	-9.2690325	-1.5060314	-8.393425	-5.662249	-14.976073	-8.237449	-9.872486	-4.734957	-9.762367	-7.8596144	-9.306291	-10.134821	-12.440222	-15.183694	-15.617651	-17.02855	-16.283081	-16.743052	-16.629585
chcl3	CHCl3	-15.235039	-9.227985	-15.119698	-15.135427	-15.1139965	1.5848217	-8.659083	-7.206988	-3.4796498	-15.141446	-6.5449667	-6.297761	-8.446714	-8.022755	-8.465817	-7.7311125	-7.765616	-4.377099	-2.5120585	-2.649567	-4.960379	-5.477132	-5.7981887	-6.8617454	-8.140634	-7.656211	-6.395769	-15.079237	-9.34965	-7.568199	-4.3997474	-4.1587415	-11.932447	-5.1359444	-1.7314138	-6.838609	-5.8520775	-6.4617257	-2.5164661	-14.992291	0.2495614	-7.203027	-2.0086226	-6.5625257	-8.783504	-5.9334044	-5.6149325	-5.6835184	-4.035426	-15.177378	-15.143808	-15.075857	4.676809	2.5480747	-2.0600142	-5.0105543	7.294281	2.8383987	4.8012457	-15.116617	-15.139667	-2.9542513	-4.5511966	3.6430638	-15.073326	1.3744723	0.96709967	-15.119512	1.342756	1.5153832	-0.78024375	-15.095781	-15.149531	0.7218989	0.25951844	-2.1949277	-6.3426185	0.19061399	9.377573	1.5646884	0.66877854	-4.489356	0.01776209	-0.90378124	-2.4867356	-5.089052	-3.4143023	0.8487002	-1.5513222	-1.995874	2.1920514	-0.81648827	-5.683705	-15.130551	-3.374707	-1.5366212	0.92832327	1.9451158	2.7558336	-3.2407982	-2.2946556	-5.0327716	3.5328088	2.2795281	-3.753025	-0.040658236	2.2308087	-2.2090313	-1.2672645	-0.10616169	-4.4681273	-3.170642	-1.5535597	-8.691473	-1.8309648	-15.100942	1.5110645	-3.1518662	-4.566304	-1.430071	0.93534803	-0.6860092	-7.950396	-4.933648	-4.558664	1.00896	-5.5770197	-7.262007	-2.3307185	-1.363064	-7.51866	-3.3509808	-0.5203284	-5.710866	1.059357	-3.526939	-4.0730586	-2.483795	-3.2378478	-2.9936628	-4.123456	-0.5366336	-7.620529	-7.1984878	-7.7462144	-8.947652	-3.0195785	-8.545552	-6.899053	-13.622864	-9.405535	-9.167318	-11.399757	-11.714062	-13.329432	-10.4085655	-14.065956	-12.291334	-13.440183	-14.086519	-15.283084	-15.066907	-15.284723	-15.009603
chitin	C28H49N3O16	-17.780916	-18.043924	-17.79042	-17.769293	-17.760138	9.044045	-5.572845	-11.39362	-6.6056776	-17.73035	-9.6422415	-4.3425307	-10.675791	-8.585773	-10.418805	-5.4876957	-5.9798565	-5.4629297	-6.443891	-1.9618669	-6.6689215	-7.0207005	-7.854037	-7.4432206	-8.0949	-8.135034	-4.717723	-17.751602	-11.660238	-5.2664533	-5.421511	-5.4295835	-8.555783	-7.2311707	-7.533485	-6.791055	-6.855983	-9.273829	-1.2816522	-17.50787	-3.801006	-10.464425	-4.9516554	-10.360763	-10.7353	-6.132431	-6.886536	-6.1225085	-6.3454676	-17.736683	-17.770092	-17.782228	9.549673	10.151407	1.6879038	2.0652385	10.866608	7.3652434	2.4256907	-17.800514	-17.83506	2.685246	4.2977724	0.85885286	-17.66989	1.6993626	-4.3736954	-17.767424	4.595579	-3.517308	0.9719472	-17.70778	-17.810244	-1.0737329	-0.85854775	-1.3863541	-2.4790466	-1.3864137	1.2073858	-5.7771425	-1.1717769	-3.8447187	-3.897135	0.9849521	1.8849404	-2.2600758	-1.4319745	-0.21699692	-1.7667192	3.3457034	0.5714505	-1.8623157	-4.8776584	-17.77145	-3.929795	-0.8418975	2.0369902	-0.49865025	0.28356293	-1.9769695	-0.34881508	-1.2716613	0.17192577	-1.5924717	-6.028438	-0.76755804	0.46760508	-0.33523995	-6.9309	-4.062564	-7.8780255	-2.0849183	-1.9731457	-2.9793363	-7.8669496	-17.766369	-3.0774696	-6.0194535	-5.4769554	-1.0079595	-3.4284737	-2.1600227	-3.7597544	-8.582045	-2.3793964	-6.3468895	-7.6438417	-7.3375564	-5.366519	-2.1498175	-11.61652	-7.6951528	-1.4802948	-6.5956	-4.2542663	-9.333953	-4.9410696	-5.397175	-5.5338826	-3.9809341	-7.5741124	-0.50305945	-7.474509	-7.081461	-8.757763	-9.899673	-5.1411204	-8.571334	-8.819556	-15.964908	-10.872899	-12.799661	-10.24278	-12.245194	-9.898543	-10.858971	-12.2659	-12.559518	-16.295143	-16.483107	-18.232899	-17.608553	-18.035332	-17.690647
chitosan	C18H35N3O13	-17.892477	-17.615574	-17.900728	-17.87651	-17.879896	7.5650315	-5.955203	-11.383354	-7.051913	-17.841887	-9.25976	-5.116621	-10.547344	-8.418649	-10.288836	-5.941168	-6.60303	-6.029182	-6.5658016	-2.6868405	-7.257699	-7.2161975	-8.411236	-7.153807	-8.013534	-8.527177	-5.257764	-17.856815	-11.306991	-5.573783	-5.581245	-5.7696037	-8.53755	-7.1928124	-7.7228675	-7.1612444	-6.792131	-8.937838	-2.680084	-17.633379	-4.722437	-10.565307	-5.6266313	-9.95882	-10.623771	-6.3864374	-7.3309617	-6.560137	-6.010935	-17.846403	-17.866558	-17.902075	8.94186	9.31812	2.2235672	1.5986357	10.098194	6.8731837	1.8516906	-17.910664	-17.944403	1.9392809	3.3447175	0.91038805	-17.78743	1.4505248	-3.026265	-17.878128	3.8147542	-2.99698	0.9792361	-17.819094	-17.914946	-0.77102065	-1.1846488	-1.1181781	-1.9785455	-1.0313123	1.0817531	-4.7419186	-1.3313059	-2.808087	-3.582765	0.26630148	1.856828	-1.786256	-1.1928539	-1.0322992	-1.7373532	2.417146	-0.038362313	-2.0540152	-4.128542	-17.881012	-3.5756533	-1.0336515	1.4037933	-1.199365	-0.07752268	-1.2327001	0.1726737	-1.085975	-0.06697291	-1.3436306	-5.3536916	-0.819239	-0.053425804	-0.016948171	-6.1419244	-3.3068433	-7.2271495	-2.0796816	-1.5988107	-3.2274969	-6.8291326	-17.88081	-2.4758391	-5.7027287	-4.8949933	-0.9470262	-3.5558012	-2.4454699	-3.3373373	-7.570328	-2.578062	-5.5970073	-6.631012	-6.1319585	-4.180948	-1.9537929	-11.476675	-7.478566	-1.289136	-6.027137	-3.766439	-8.718157	-5.1659694	-5.282261	-4.910997	-3.7892027	-7.169719	-1.4823549	-6.571443	-7.190717	-7.9613447	-9.561645	-4.911211	-9.020465	-7.886477	-16.213097	-10.327827	-12.076971	-9.2840605	-12.200173	-10.265591	-10.756682	-12.344087	-12.622407	-16.502012	-16.388222	-18.288342	-17.727049	-18.086912	-17.810125
chlorofluoromethane	CH2ClF	-15.178205	-7.410751	-15.144965	-15.153735	-15.142905	-0.1887114	-5.8680887	-7.2404394	-5.3564205	-15.150767	-7.3233953	-4.5284104	-10.634657	-6.2453313	-7.4347982	-5.3269167	-7.989177	-4.169051	-1.3738471	-3.237221	-6.263059	-6.466493	-4.644034	-4.415078	-7.938982	-5.6543255	-8.226071	-15.093394	-11.055495	-6.8232136	-4.1886907	-4.627078	-14.322358	-4.430384	-1.468323	-6.274705	-1.7422559	-7.1227827	-4.920684	-15.021144	-1.4058748	-5.9743047	-2.357018	-5.0334544	-7.4570003	-7.3647137	-5.119056	-8.491119	-3.31401	-15.146687	-15.124581	-15.083586	4.969134	1.0138952	2.43329	1.7084353	8.114028	3.6972156	5.410581	-15.181613	-15.118689	-0.31054878	-1.3536779	2.9836466	-15.053266	2.5269675	1.9457194	-15.127862	0.6689859	2.9153914	-2.0557313	-15.124389	-15.143602	3.9869547	-3.630124	1.6603297	-1.8603228	-4.7478833	7.7693124	4.0139804	-2.0243404	-1.9969258	-2.425143	-1.6762859	-5.076177	-7.587147	0.86666644	-0.88351333	-4.858541	-2.029076	0.03059369	-0.03693479	-6.5421658	-15.162095	-2.40476	-4.9677076	1.6129075	2.8053257	4.8940177	-2.1011999	0.75141144	-4.1918797	3.1046565	1.3856957	0.8316425	-1.4713815	2.279189	-3.3896463	-1.2719867	0.2969286	-3.5576952	-2.578485	-2.1592069	-12.675492	-3.9916904	-15.100518	-2.2868693	-2.4910893	-2.6410432	-1.5110095	-3.2679102	-1.917227	-7.1817174	-4.7342887	-4.1163206	3.1314209	-6.4812727	-4.3744745	-0.5112447	-3.46963	-7.4204426	-3.7330773	-2.4670186	-9.222804	-5.137967	-2.1409922	-7.326743	-3.3656068	-4.1994166	-5.0238676	-6.3281703	-2.8628047	-5.75957	-9.955691	-6.08932	-5.1961584	-2.0953765	-6.446402	-8.729022	-13.2948675	-7.044447	-8.874135	-9.796982	-9.391203	-11.029743	-7.78628	-13.320219	-10.0885105	-14.466869	-14.582082	-15.180088	-15.193506	-15.29552	-15.05658
chlorphenesin	C9H11ClO3	-17.304926	-13.434282	-17.297047	-17.252052	-17.239286	2.918955	-8.150456	-8.235781	-6.093194	-17.280977	-7.1450596	-7.4504147	-9.833301	-7.1178603	-9.549118	-7.3435087	-7.542289	-5.481554	-3.5607328	-3.6558313	-7.6283135	-6.3919487	-7.95755	-6.705453	-8.780636	-9.423655	-6.5290585	-17.250586	-10.160928	-7.405286	-5.301464	-6.922505	-9.866534	-6.2623568	-5.5007343	-8.552415	-7.461519	-8.410699	-4.847873	-16.998882	-1.8440528	-7.800082	-5.115283	-7.3484535	-9.982544	-5.589322	-6.99996	-7.4263105	-4.7934847	-17.257004	-17.28993	-17.280003	6.4500713	7.9901466	0.31039172	-2.9082136	8.213564	5.040655	2.947084	-17.272907	-17.359194	-0.06872655	-3.8112104	1.980588	-17.203829	1.3400861	-0.82757586	-17.314888	1.7126825	2.118216	-0.62596995	-17.257366	-17.3242	-0.20234536	-0.82395697	-0.9654715	-3.7922003	0.14310065	5.915266	-0.58644515	0.8860334	-2.268406	-2.0326507	-0.9239327	-3.6053731	-3.126864	-1.1846418	-1.6192917	-0.6629429	0.069252	-0.68707275	-2.5440922	-3.4376285	-17.277533	-0.4395868	-3.6894996	-0.15791933	-0.94458354	2.803703	-3.9588485	-1.8352039	-1.921807	1.2173054	-0.9284343	-5.6075497	-2.2093375	0.18873924	-1.1392088	-1.8455173	0.5414592	-4.1310434	-0.5493821	-3.602641	-5.2788157	-2.042538	-17.256495	-0.9761336	-2.5362215	-2.782294	-0.9991623	0.4771207	-2.0000527	-6.904796	-5.131767	-4.92171	0.34097195	-5.1139464	-6.0490966	-1.2067271	-1.9518187	-10.457066	-5.2816405	1.0106784	-3.1582577	1.0035557	-3.4182937	-4.739343	-2.2931733	-3.8261073	-0.8563349	-2.807412	-1.4224108	-5.0286446	-6.0915766	-6.222162	-8.646595	-4.444435	-9.252227	-6.291	-15.907804	-9.42644	-10.289036	-8.684432	-12.4909	-11.295466	-9.459217	-13.620715	-13.005083	-15.188193	-15.552934	-17.477287	-17.10933	-17.281872	-17.222326
